ρ₁,ρ₂,a₁,a₂,a₃,β,η,δ₃,δ₄,ω,ξ
0.5724373340897111,1.0241534227852127,0.09368781131962521,1.8618787556243994,3.4905891253980945,0.3120158656488829,0.26283258177725977,0.973939767098329,0.25481842795072585,279.46868854522586,63.388149218158375
0.56565428427937,0.9551936509998669,0.08362567886869209,1.9045097023693003,3.5197566542280705,0.29883027139252966,0.24490495320147515,0.9841162151082085,0.26927864123458245,266.19993967591097,71.7998343082453
0.6361389185036623,1.0297523288138857,0.08622825073149003,1.8938475142446665,3.4838874987752764,0.31027100995626783,0.25685292756075906,0.9808878862947091,0.2570299273450871,276.566488842764,48.857159857934015
0.6226420039370156,1.0019367257207026,0.08238429232631586,1.8893725893204734,3.4588632676878155,0.31148056156043935,0.22513688216005767,0.9997318892194761,0.2752383539425655,336.7933152724149,49.3379522528795
0.5839628273839492,0.9887349915088385,0.08604619584784516,1.8859063457313554,3.430923055543116,0.2913149919805736,0.24898805913953637,0.9994728415997398,0.2711688171794769,249.2712491055029,48.84774530711473
0.6292773199772599,1.040283967332352,0.08766783558901274,1.8581167069276787,3.4141378303929826,0.31411577198190516,0.26309996738858726,0.9912695865285709,0.25475929131587455,283.5371355923422,50.03313701039646
0.5980666794621043,1.0205408504169826,0.08170461834692751,1.8800564663597041,3.441817961792664,0.30787856522022294,0.25305572627948314,0.9648200916817894,0.2599987817289349,281.20216807178645,52.6269920851513
0.5871385943392711,0.9939483429518716,0.07123118373294188,1.8512156258367347,3.298732856514355,0.2969489345776691,0.24590556630313584,0.9953925251749544,0.2701809960444748,262.1142923869851,49.11004423327898
0.5517133525923856,0.976660759646274,0.08666507018026749,1.8803782717558333,3.4288953168783083,0.2955529614197519,0.2439666740377535,0.9930938106785628,0.27153272489975433,263.8795850998369,58.059078217086736
0.5701217377443288,1.0297464217790613,0.08633617413225694,1.8804897387168995,3.4503137305913705,0.3093483078103549,0.2614586375089908,0.9907536486303008,0.2604437083111672,273.3496546594457,55.98107195999904
0.5566237125550917,0.9813764207658724,0.09352466699992072,1.964252120165605,3.6169287007536055,0.2961329364837919,0.24622267134985876,0.9989849679744964,0.27396417047607186,259.9520344234119,57.019620089061334
0.5935928116491851,1.0144290601304768,0.08614941211450519,1.895188678868527,3.4949705423469797,0.31349087844492035,0.25053886535580044,0.9936051470840399,0.25999349281138656,298.6187714136123,60.47862048595826
0.6317352216361446,1.0470884883432572,0.08442164341252169,1.8637494753848192,3.4129292159364244,0.32236684201034504,0.26677166151688086,0.9996531770773411,0.2473392025010396,302.1302958359483,57.30730513546194
0.6046514164267881,1.0290183172988052,0.08313599674813109,1.9045905006861015,3.4983987125733274,0.3181970025295063,0.25349396616933906,0.9772175397086292,0.25785696656110485,301.4356966856337,61.53413404939871
0.590293133411824,0.9618569760736578,0.08693744018104928,1.8902033272423042,3.4992855917631625,0.2969875486619926,0.22798166125160527,0.9845864718171605,0.2761143950380347,281.7863378757549,58.03446423691667
0.5726181654771592,1.0244389490634371,0.08489619433776417,1.8604589254009427,3.3893995612989865,0.3055080966984283,0.270007569498776,0.9755398382100449,0.25466540224523176,253.56272151171714,61.86931036993732
0.5603479793753392,0.9902852926811172,0.09298599528022083,1.9089587073478773,3.5619313363653764,0.3048722913941801,0.24053869374155057,0.9951807741795292,0.2653330440267699,287.3858086116228,56.73481449857389
0.6018912239020626,1.017991033870619,0.09421723662359067,1.8930077801910004,3.554325198860116,0.30988270617871444,0.25211318341368866,0.9984085945822784,0.26000449503268985,286.83175118533495,56.50910817866677
0.5957929184740935,0.9851565490471766,0.08593384523323809,1.8832331702628706,3.47124163704772,0.30278085484681777,0.2547340264609437,0.9538400685617804,0.2631177439220227,263.63955277300295,57.171550942312436
0.5823571269032991,0.9735824707846952,0.09335943499941493,1.894371418669045,3.5123164672852973,0.29554662170089613,0.24404187173710604,0.9917783859638946,0.2734704521984465,263.75572690173914,57.63667561971288
0.5876203181072299,0.9633844877801183,0.10191566119853988,1.9348625044809986,3.67007629666816,0.2977659305475951,0.2387864800706746,0.974844244423247,0.272927755229178,272.86742534708617,62.616436051265
0.567462690594204,0.9564183602322297,0.08955030013157449,1.8962998641415156,3.5247117783044226,0.2998555264165421,0.24053250701166712,0.9913896931947875,0.2701649067688435,275.6044785693789,69.31689970452953
0.5855626331144701,0.9813374021364143,0.09705091840575146,1.936940792898931,3.6154448238967336,0.3068895867325483,0.24379448155133907,0.9905633043830979,0.26124368102718776,284.8651096384391,58.467651014808894
0.5985551147155557,0.9682005425445324,0.08237625485810167,1.9177240204752546,3.495956503888888,0.2926459829499412,0.24165191373521128,0.9989665958956542,0.2713070514028473,255.41655988380896,62.44285001180115
0.630826522266428,1.0450147875232128,0.08637089220860789,1.879135484194547,3.4558061876127626,0.31273029783707595,0.25415392690094474,0.9933296474607081,0.2559866031322851,286.34170393522345,46.64600044286108
0.5909505106806077,0.9928679485637704,0.08940798599278603,1.9156505141328952,3.531554925727539,0.30110561089172516,0.2545273546919265,0.9983093226909939,0.2624675519987417,262.97198927717204,60.59057300106303
0.6017670205908334,0.9627840485980514,0.07936598365458519,1.8503424382371767,3.3518044367605193,0.2895040872617888,0.2375010399112271,0.9775503058575585,0.2760060907409868,252.64028717987503,56.43841696682701
0.5743656294352635,0.9526238070831158,0.08632457022250516,1.9100761377435076,3.505442890303426,0.28978618433961706,0.2619457365160799,0.9805530165031944,0.26735553152870095,235.40530681115027,63.7388209507882
0.6302513685507549,1.0670561804815641,0.10164378773372612,1.9634405481704624,3.711725866846589,0.32389430715393913,0.27648038484807563,0.9994441262436347,0.24843163381292574,296.1171698886992,62.63208248212368
0.6047088710672592,1.0369251890005204,0.09823201338945292,1.9433324165158585,3.666710654757347,0.3199653721041063,0.25904113351126085,0.9958106029706224,0.2532150599798053,298.8636294111599,59.498864992895946
0.6123581353840222,0.9571286151726397,0.08351878960583638,1.9053289074544497,3.4962614011160458,0.2995411877521483,0.23058579877877985,0.9939262870278572,0.27501704549154016,288.47763644886425,60.278842017023834
0.6200117663738031,0.971548981509724,0.0959199128131283,1.9111859110937626,3.58789776455424,0.30197167167076766,0.24211758177759574,0.9921932490670067,0.26929858698112846,278.705599598325,57.03639744230164
0.624253900744691,1.008909993886451,0.0911549982926766,1.9086499415638682,3.55606347994676,0.3059428353036998,0.25735269713513953,0.9932902000290856,0.261487430228799,274.4857161902372,60.32540059651088
0.5831113761736872,1.030731952050998,0.09387401883058165,1.9115403897592431,3.555785524035837,0.31358848359002645,0.2672531527018809,0.98500562741728,0.2517431580803477,276.872490778102,59.2814261106912
0.6151302753984154,0.9970165619911986,0.08740577024299599,1.9014401939779655,3.521979307995947,0.3065073256643561,0.2627769882223496,0.980608858184573,0.25907902064962324,270.7677685819541,62.13797374997855
0.621085094795813,0.9531672818540985,0.07337585573155425,1.858806539701005,3.326204959001676,0.2855197955701208,0.2309857330252225,0.990872171219936,0.2858338454632299,256.57659684745084,56.335656366304825
0.5934339795672847,0.9491734289136763,0.08716361967924505,1.8672932278842014,3.428933490144319,0.29086866450653126,0.23301696737918545,0.9801411998654481,0.2773547068325446,262.576084048305,52.33186075459411
0.6361946201282432,1.0309217498979661,0.08886476530897622,1.9388816254168875,3.5732390863515233,0.3135309983497346,0.2570361270438137,0.9927482325663841,0.25843835105280777,292.1091878992109,61.408965894488006
0.6556507414628205,1.0000254780167976,0.08865138368672709,1.9195796048392506,3.58228048571515,0.31419572195385476,0.24964547670831516,0.9770829530230527,0.2588118020778502,299.4163859497553,68.9344824945705
0.5718599332983838,0.9792606984559088,0.08234650934712788,1.8978028688444366,3.458882537612812,0.29886347556685183,0.24795267063280912,0.9883694968432716,0.2680396056546337,265.3724648198079,53.268826695395745
