n,age,year,intervention,strategy,vaccine,seasonal,replicate,n_base,vaccine_base
0.0,1,1,mAB,1,none,true,1,0.0,none
11922.730077463404,2,1,mAB,1,none,true,1,11922.72835555049,none
2020.3699116395323,3,1,mAB,1,none,true,1,2020.3699116395323,none
2016.527492395817,4,1,mAB,1,none,true,1,2016.527492395817,none
2008.457164477017,5,1,mAB,1,none,true,1,2008.457164477017,none
1994.6165862851565,6,1,mAB,1,none,true,1,1994.6165862851565,none
0.0,7,1,mAB,1,none,true,1,0.0,none
0.0,8,1,mAB,1,none,true,1,0.0,none
0.0,9,1,mAB,1,none,true,1,0.0,none
0.0,10,1,mAB,1,none,true,1,0.0,none
0.0,11,1,mAB,1,none,true,1,0.0,none
0.0,12,1,mAB,1,none,true,1,0.0,none
0.0,13,1,mAB,1,none,true,1,0.0,none
0.0,14,1,mAB,1,none,true,1,0.0,none
0.0,15,1,mAB,1,none,true,1,0.0,none
0.0,16,1,mAB,1,none,true,1,0.0,none
0.0,17,1,mAB,1,none,true,1,0.0,none
0.0,18,1,mAB,1,none,true,1,0.0,none
0.0,19,1,mAB,1,none,true,1,0.0,none
0.0,20,1,mAB,1,none,true,1,0.0,none
0.0,21,1,mAB,1,none,true,1,0.0,none
0.0,22,1,mAB,1,none,true,1,0.0,none
0.0,23,1,mAB,1,none,true,1,0.0,none
0.0,24,1,mAB,1,none,true,1,0.0,none
0.0,25,1,mAB,1,none,true,1,0.0,none
0.0,1,2,mAB,1,none,true,1,0.0,none
11922.76130868211,2,2,mAB,1,none,true,1,11922.727452421057,none
2020.3725104124715,3,2,mAB,1,none,true,1,2020.3699118742124,none
2016.5314641266284,4,2,mAB,1,none,true,1,2016.5275543027476,none
2008.4638487352652,5,2,mAB,1,none,true,1,2008.4573791764235,none
1994.6275552478053,6,2,mAB,1,none,true,1,1994.6170955311516,none
0.0,7,2,mAB,1,none,true,1,0.0,none
0.0,8,2,mAB,1,none,true,1,0.0,none
0.0,9,2,mAB,1,none,true,1,0.0,none
0.0,10,2,mAB,1,none,true,1,0.0,none
0.0,11,2,mAB,1,none,true,1,0.0,none
0.0,12,2,mAB,1,none,true,1,0.0,none
0.0,13,2,mAB,1,none,true,1,0.0,none
0.0,14,2,mAB,1,none,true,1,0.0,none
0.0,15,2,mAB,1,none,true,1,0.0,none
0.0,16,2,mAB,1,none,true,1,0.0,none
0.0,17,2,mAB,1,none,true,1,0.0,none
0.0,18,2,mAB,1,none,true,1,0.0,none
