time,agegrp,sim_low95,sim_median,sim_up95
1152,2,0.01041331153618756,0.014270532383018324,0.01975209372897437
1152,3,0.0009242743845510706,0.0013905190007889993,0.0021186232262087753
1152,4,0.0014613807675462128,0.0021847748512398486,0.003323711179954424
1152,5,0.00510258206419628,0.0077019449491376405,0.011674105224388918
1159,1,0.04504123330974416,0.05970649446871492,0.07920907912104569
1159,2,0.01061069845402081,0.014633544927836722,0.020354506257362626
1159,3,0.0009068650061139807,0.0013725764041217711,0.002104519683377067
1159,4,0.0014352047115929302,0.0021550626192224204,0.003304651868798679
1159,5,0.00497020736800441,0.007542452996131519,0.011524145775582369
1166,1,0.047271479625875905,0.06296717125231732,0.0838002078662014
1166,2,0.011256188587072084,0.015570814529527879,0.021717612878266394
1166,3,0.0009300601993807195,0.0014106420881479572,0.002172059280531863
1166,4,0.001468633419679391,0.00221490903128368,0.003409625647768695
1166,5,0.005050653007153093,0.007693589618107285,0.011816301898577746
1173,1,0.05175381589355166,0.06896284586425461,0.09186248960478308
1173,2,0.012459623330093582,0.017229076705512242,0.024023597421377038
1173,3,0.0009975622837499274,0.001514049870680456,0.0023293505508715897
1173,4,0.001576399138884863,0.002373143009788213,0.003649420976267244
1173,5,0.005372429403104924,0.00819442225180672,0.012602207656746741
1180,1,0.05906249030600927,0.07851874476679131,0.10445594994156993
1180,2,0.014412418437938205,0.019845683778953717,0.02758430509034593
1180,3,0.0011220473502223916,0.0016962836184312604,0.0026066508418633202
1180,4,0.0017665883083796533,0.0026553359441654203,0.004068413467708287
